	doi	pmid	pmcid	id
4029	10.2147/copd.s315639	34429595	PMC8378927	MED34429595
4030	10.12659/msm.920248	31935210	PMC6978991	MED31935210
4031	10.18632/aging.102628	31902794	PMC6977701	MED31902794
4032	10.1080/15384101.2019.1711318	31924125	PMC7028154	MED31924125
4033	10.3390/ph13010013	31941090	PMC7168937	MED31941090
4034	10.1016/j.isci.2019.06.017	31307002	PMC6629608	MED31307002
4035	10.1039/c9ra08693e	35494689	PMC9048252	MED35494689
4036	10.1039/c9ra08600e	35494452	PMC9048227	MED35494452
4037	10.1186/s12929-019-0595-9	31900142	PMC6941276	MED31900142
4038	10.1002/jcla.23193	31901150	PMC7246360	MED31901150
4039	10.1016/j.lfs.2018.12.020	30550887		MED30550887
4040	10.1016/j.omtn.2019.11.036	32193154	PMC7078457	MED32193154
4041	10.1016/j.ymgmr.2019.100557	31956507	PMC6957785	MED31956507
4042	10.1016/j.biopha.2018.04.012	30551506		MED30551506
4043	10.1136/tobaccocontrol-2018-054586.wit	30538145		MED30538145
4044	10.1080/15384101.2019.1710912	31918603	PMC7028155	MED31918603
4045	10.1159/000495868	30537731		MED30537731
4046	10.1002/jcp.27827	30536946		MED30536946
4047	10.1177/2150132720970717	33135551	PMC7649884	MED33135551
4048	10.4081/mrm.2020.654	32391148	PMC7205009	MED32391148
4049	10.1177/1533033820917978	32266860	PMC7144672	MED32266860
4050	10.1093/nar/gkz952	31665422	PMC7145633	MED31665422
4051	10.1159/000495677	30504696		MED30504696
4052	10.1124/mol.118.113407	30504241		MED30504241
4053	10.1002/jcb.26567	29232002		MED29232002
4054	10.1177/1533033820971600	33280522	PMC7724264	MED33280522
4055	10.1177/2058738420954598	33100093	PMC7786410	MED33100093
4056	10.3233/cbm-201518	32716347		MED32716347
4057	10.1177/2058738420910005	32635836	PMC7346697	MED32635836
4058		32064170	PMC7017745	MED32064170
4059	10.1159/000495649	30497067		MED30497067
4060	10.1155/2021/1387129	34434537	PMC8382541	MED34434537
4061	10.1002/jcb.28149	30485504		MED30485504
4062	10.2147/cmar.s232380	31920398	PMC6941696	MED31920398
4063	10.1159/000495554	30481787		MED30481787
4064	10.1186/s13287-021-02371-0	34380570	PMC8356465	MED34380570
4065	10.1002/jcp.27746	30536889		MED30536889
4066	10.1080/15569527.2018.1539007	30360644		MED30360644
4067	10.1002/jcb.27988	30474301		MED30474301
4068	10.1039/c9ra04962b	35494466	PMC9047960	MED35494466
4069	10.1186/s13048-019-0599-9	31907059	PMC6945408	MED31907059
4070	10.1002/ar.23975	30312015		MED30312015
4071	10.1177/1533033820957023	32910747	PMC7491227	MED32910747
4072	10.1177/1559325820910930	32284696	PMC7119236	MED32284696
4073	10.1042/bsr20191961	31868205	PMC6946621	MED31868205
4074	10.1038/s41417-018-0065-7	30518783		MED30518783
4075	10.2147/dddt.s235004	31920290	PMC6938197	MED31920290
4076	10.1186/s12860-019-0245-9	31881968	PMC6935224	MED31881968
4077	10.1186/s13287-021-02455-x	34365970	PMC8351417	MED34365970
4078	10.1371/journal.pone.0255847	34388165	PMC8363017	MED34388165
4079	10.1155/2022/4903265	35340225	PMC8941558	MED35340225
4080	10.2147/ott.s218876	32099382	PMC6997441	MED32099382
4081	10.1177/1073274820945976	33035078	PMC7791455	MED33035078
4082	10.1042/bsr20191330	31894842	PMC6960063	MED31894842
4083	10.1016/j.micres.2018.11.008	30642470		MED30642470
4084	10.1016/j.biopha.2018.11.037	30476722		MED30476722
4085	10.1002/jcb.28088	30485508		MED30485508
4086	10.1016/j.lfs.2018.11.038	30471283		MED30471283
4087	10.2147/ott.s180850	32982273	PMC7502987	MED32982273
4088	10.2147/ott.s218308	32021242	PMC6942514	MED32021242
4089	10.1016/j.mad.2018.11.001	30471326		MED30471326
4090	10.1155/2021/8004883	34422247	PMC8376444	MED34422247
4091	10.1186/s13287-021-02519-y	34384486	PMC8359078	MED34384486
4092	10.1016/j.lfs.2018.11.056	30500550		MED30500550
4093	10.1159/000495493	30481751		MED30481751
4094	10.1089/dna.2018.4420	30481065		MED30481065
4095	10.1159/000495327	30463065		MED30463065
4096	10.1159/000495488	30476906		MED30476906
4097	10.1099/jmm.0.001323	33544069		MED33544069
4098	10.11817/j.issn.1672-7347.2018.12.003	30643044		MED30643044
4099	10.26355/eurrev_201812_16651	30575925		MED30575925
4100	10.1139/apnm-2017-0786	29629570		MED29629570
4101	10.1002/jcp.27645	30480801		MED30480801
4102	10.1177/1533033820967462	33073693	PMC7592328	MED33073693
4103	10.1097/md.0000000000018959	32000421	PMC7004666	MED32000421
4104	10.1097/pai.0000000000000532	31809313		MED31809313
4105	10.1038/s41430-019-0541-7	31804629	PMC8076027	MED31804629
4106	10.1159/000495706	30504722		MED30504722
4107	10.1161/strokeaha.120.031889	33504189		MED33504189
4108	10.1080/15384101.2019.1708029	31878833	PMC6961690	MED31878833
4109	10.1159/000495652	30497076		MED30497076
4110	10.1530/eje-20-0857	33539318	PMC7849376	MED33539318
4111	10.1002/jcb.27560	30450834		MED30450834
4112	10.1016/j.marpolbul.2018.11.046	30660261		MED30660261
4113	10.1089/aid.2020.0307	33499744		MED33499744
4114	10.1016/j.talanta.2018.11.078	30625609		MED30625609
4115	10.12659/msm.919112	31887107	PMC6951111	MED31887107
4116	10.1016/j.lfs.2018.11.046	30468834		MED30468834
4117	10.1016/j.lfs.2018.11.032	30448264		MED30448264
4118	10.2217/fon-2020-0300	32456461	PMC7255429	MED32456461
4119	10.1039/c9ra08872e	35542851	PMC9076563	MED35542851
4120	10.2147/ott.s223702	31908498	PMC6929932	MED31908498
4121	10.1016/j.biopha.2018.11.024	30551437		MED30551437
4122	10.1186/s11671-019-3202-9	31858281	PMC6923315	MED31858281
4123	10.1177/0960327118814162	30472895		MED30472895
4124	10.1186/s12935-019-1076-7	31889901	PMC6929366	MED31889901
4125	10.1159/000495231	30453302		MED30453302
4126	10.1186/s11671-019-3221-6	31853663	PMC6920280	MED31853663
4127	10.3892/mmr.2018.9652	30431118		MED30431118
4128	10.1002/jcp.27652	30422313		MED30422313
4129	10.1007/s00774-018-0961-9	30470957		MED30470957
4130	10.1039/c9ra08322g	35541591	PMC9076472	MED35541591
4131	10.1016/j.lfs.2018.11.047	30472296		MED30472296
4132	10.1002/jcp.27751	30417481		MED30417481
4133	10.3892/or.2019.7438	31894287	PMC6967080	MED31894287
4134	10.1038/s41434-019-0109-0	31844153	PMC8221998	MED31844153
4135	10.1177/1744987119880583	34394605	PMC7932223	MED34394605
4136	10.1080/21645515.2019.1696075	31860375	PMC7644160	MED31860375
4137	10.1016/j.ijbiomac.2018.11.162	30452981		MED30452981
4138	10.1186/s13018-021-02423-4	33941219	PMC8091761	MED33941219
4139	10.1155/2021/6713062	34394895	PMC8360718	MED34394895
4140	10.1002/chem.201804842	30252993		MED30252993
4141	10.1186/s12903-019-0980-5	31870360	PMC6929424	MED31870360
4142	10.1186/s40981-018-0161-6	32025857	PMC6967075	MED32025857
4143	10.2147/cmar.s221950	31853201	PMC6916680	MED31853201
4144	10.1177/0300060519883731	31852342	PMC7607221	MED31852342
4145	10.1016/j.biopha.2018.10.122	30551353		MED30551353
4146	10.1159/000495097	30423573		MED30423573
4147	10.1016/j.biopha.2018.10.114	30551356		MED30551356
4148	10.1002/jcb.28026	30417553		MED30417553
4149	10.1155/2019/2523032	31930114	PMC6942763	MED31930114
4150	10.1186/s12935-019-1055-z	31889891	PMC6915995	MED31889891
4151	10.3892/ol.2019.11222	31966055	PMC6956388	MED31966055
4152	10.1016/j.ijporl.2018.10.043	30554698		MED30554698
4153	10.1016/j.biopha.2018.10.096	30551533		MED30551533
4154	10.1007/s00210-018-1575-4	30415272		MED30415272
4155	10.1159/000495168	30439718		MED30439718
4156	10.1016/j.ejps.2018.11.004	30414837		MED30414837
4157	10.1002/ar.23940	30290400		MED30290400
4158	10.1002/jcb.27676	30430634		MED30430634
4159	10.1177/1753193418811565	30426822		MED30426822
4160	10.1039/c9ra06408g	35540078	PMC9076231	MED35540078
4161	10.1186/s13018-019-1430-4	31815638	PMC6902601	MED31815638
4162	10.1159/000495060	30415256		MED30415256
4163	10.1016/j.biortech.2018.10.084	30466022		MED30466022
4164	10.1186/s12935-019-1063-z	31889893	PMC6916084	MED31889893
4165	10.1016/j.leukres.2020.106443	32980580		MED32980580
4166	10.1111/pim.12586	30187512		MED30187512
4167	10.3892/ijo.2018.4615	30387841		MED30387841
4168	10.1021/acsomega.9b02776	31891061	PMC6933587	MED31891061
4169	10.1016/j.jaad.2018.10.049	30389358		MED30389358
4170	10.1155/2021/2613300	34373774	PMC8349259	MED34373774
4171	10.1097/md.0000000000025736	34106601	PMC8133190	MED34106601
4172	10.1016/j.jclinane.2019.06.010	31176956		MED31176956
4173	10.1159/000495053	30415259		MED30415259
4174	10.1002/jcb.27354	30414207		MED30414207
4175	10.1371/journal.pone.0250295	33901218	PMC8075248	MED33901218
4176	10.1016/j.jclinane.2019.06.008	31176261		MED31176261
4177	10.1016/j.biopha.2018.10.079	30551524		MED30551524
4178	10.1039/c9ra06264e	35540064	PMC9076454	MED35540064
4179	10.2147/idr.s226072	31824179	PMC6901040	MED31824179
4180	10.1016/j.jclinane.2019.05.022	31174155		MED31174155
4181	10.26355/eurrev_201811_16265	30468473		MED30468473
4182	10.1259/bjr.20190790	31778314	PMC7055441	MED31778314
4183	10.1038/s41598-021-94450-8	34326352	PMC8322152	MED34326352
4184	10.26355/eurrev_201811_16406	30536326		MED30536326
4185	10.3389/fonc.2019.01344	31867273	PMC6909819	MED31867273
4186	10.1038/s41586-018-0651-8	30382201		MED30382201
4187	10.1213/ane.0000000000005343	33464758		MED33464758
4188	10.1080/21655979.2019.1652490	31411110	PMC6738448	MED31411110
4189	10.1590/1414-431x20198834	31826181	PMC6903803	MED31826181
4190	10.1016/j.omtn.2019.11.030	31951853	PMC6965729	MED31951853
4191	10.1002/jcb.27957	30368887		MED30368887
4192	10.1016/j.ijbiomac.2018.11.002	30395900		MED30395900
4193	10.1039/c9ra07215b	35542655	PMC9076220	MED35542655
4194	10.1126/sciadv.aax7894	31840068	PMC6892617	MED31840068
4195	10.2147/dddt.s224312	31824138	PMC6900468	MED31824138
4196	10.1371/journal.pone.0254318	34314420	PMC8315520	MED34314420
4197	10.1080/19390211.2018.1494661	30346850		MED30346850
4198	10.1039/c9ra07900a	35540673	PMC9076104	MED35540673
4199	10.2147/ijn.s224805	31819433	PMC6894158	MED31819433
4200	10.1038/s41598-019-53807-w	31784549	PMC6884490	MED31784549
4201	10.26355/eurrev_201811_16251	30468460		MED30468460
4202	10.1039/c8nr07921h	30452045		MED30452045
4203	10.1080/10641955.2018.1538378	30384782		MED30384782
4204	10.1186/s12870-019-2090-6	31801470	PMC6894244	MED31801470
4205	10.1186/s13018-019-1458-5	31779650	PMC6883526	MED31779650
4206	10.1039/c9ra08248d	35541395	PMC9076187	MED35541395
4207	10.1016/j.lfs.2018.10.064	30389439		MED30389439
4208	10.1038/s41591-019-0481-8	31160816		MED31160816
4209	10.1371/journal.pone.0255029	34297754	PMC8301634	MED34297754
4210	10.1159/000494475	30355939		MED30355939
4211	10.1080/13625187.2018.1532074	30372641		MED30372641
4212	10.1002/jcb.27559	30304554		MED30304554
4213	10.1016/j.omtn.2019.11.015	31902746	PMC6948255	MED31902746
4214	10.1002/jcb.27177	30335886		MED30335886
4215	10.1039/c9ra06993c	35540191	PMC9075935	MED35540191
4216	10.2147/ott.s226580	32063715	PMC6884977	MED32063715
4217	10.3892/etm.2019.8246	31885708	PMC6913378	MED31885708
4218	10.12659/msm.915463	31770363	PMC6896749	MED31770363
4219	10.1159/000494472	30355923		MED30355923
4220	10.1056/nejmicm1905974	31800990		MED31800990
4221	10.3892/or.2018.6804	30365126		MED30365126
4222	10.1111/jcmm.14826	31769187	PMC6991667	MED31769187
4223	10.1155/2021/3279714	34659684	PMC8514900	MED34659684
4224	10.1155/2020/8835544	32963749	PMC7501559	MED32963749
4225	10.1155/2022/1998445	35251561	PMC8890827	MED35251561
4226	10.1186/s12911-020-01252-5	32943025	PMC7499977	MED32943025
4227	10.1159/000494588	30355931		MED30355931
4228	10.1039/c9ra07880k	35541776	PMC9075888	MED35541776
4229	10.1016/j.neuroscience.2020.12.028	33421568		MED33421568
4230	10.3892/ol.2019.11144	31897193	PMC6924133	MED31897193
4231	10.2147/ott.s225360	31819507	PMC6885654	MED31819507
4232	10.1016/j.biopha.2018.09.102	30372870		MED30372870
4233	10.1080/21691401.2018.1505738	30322263		MED30322263
4234	10.1080/15384101.2019.1692176	31760895	PMC6927709	MED31760895
4235	10.1590/1414-431x20198934	31778440	PMC6886380	MED31778440
4236	10.1039/c9ra06136c	35542278	PMC9075754	MED35542278
4237	10.1039/c9ra07823a	35542268	PMC9075761	MED35542268
4238	10.1002/jcb.27524	30324763		MED30324763
4239	10.1002/jcb.27580	30324663		MED30324663
4240	10.1002/jcb.27873	30317672		MED30317672
4241	10.1002/jcp.27448	30317577		MED30317577
4242	10.1002/hbm.25594	34270152	PMC8449103	MED34270152
4243	10.1186/s13046-019-1433-3	31771611	PMC6880489	MED31771611
4244	10.1371/journal.pone.0254452	34270569	PMC8284786	MED34270569
4245	10.1371/journal.pone.0254602	34252121	PMC8274843	MED34252121
4246	10.1017/s0033291718002921	30311599		MED30311599
4247	10.1371/journal.pone.0238679	32881950	PMC7470341	MED32881950
4248	10.1016/j.lfs.2018.10.006	30300656		MED30300656
4249	10.1159/000494236	30308516		MED30308516
4250	10.1016/j.omtn.2019.11.002	31837606	PMC6920228	MED31837606
4251	10.1111/and.13484	31762067		MED31762067
4252	10.2147/ott.s219440	31814737	PMC6863364	MED31814737
4253	10.26355/eurrev_202101_24394	33506917		MED33506917
4254	10.1039/d0ay01881c	33351005		MED33351005
4255	10.1002/jcb.27633	30321469		MED30321469
4256	10.1186/s12906-019-2718-y	31744486	PMC6862855	MED31744486
4257	10.1159/000494159	30308510		MED30308510
4258	10.1039/c9ra07176h	35541789	PMC9075722	MED35541789
4259	10.1002/jcp.26945	30317569		MED30317569
4260	10.3892/or.2018.6774	30542724		MED30542724
4261	10.1016/j.omtn.2019.10.037	31981861	PMC6976902	MED31981861
4262	10.3390/antibiotics8040220	31766130	PMC6963763	MED31766130
4263	10.1016/j.omtn.2019.09.034	31981860	PMC6976905	MED31981860
4264	10.1155/2021/9978863	34336176	PMC8286190	MED34336176
4265	10.2147/ott.s215674	32009795	PMC6859123	MED32009795
4266	10.1016/j.omtn.2019.10.035	31838274	PMC6926330	MED31838274
4267	10.1016/j.biopha.2018.06.172	30372822		MED30372822
4268	10.1007/s11033-020-05427-1	32303958	PMC7165076	MED32303958
4269	10.1371/journal.pone.0253798	34252095	PMC8274848	MED34252095
4270	10.1155/2021/5475997	34326977	PMC8310455	MED34326977
4271	10.1155/2019/9659757	31827715	PMC6885838	MED31827715
4272	10.2147/ott.s228917	31819486	PMC6874127	MED31819486
4273	10.1016/j.jclinane.2019.05.019	31108280		MED31108280
4274	10.26355/eurrev_201810_16167	30402863		MED30402863
4275	10.1039/c8cc06201c	30276412		MED30276412
4276	10.1016/j.ebiom.2019.10.009	31727599	PMC6921238	MED31727599
4277	10.26355/eurrev_201810_16155	30402851		MED30402851
4278	10.1016/j.yexmp.2020.104595	33359036		MED33359036
4279	10.1007/s10916-018-1081-8	30311001		MED30311001
4280	10.1016/j.omtn.2019.10.041	31877407	PMC6938856	MED31877407
4281	10.1016/j.biochi.2018.10.001	30296465		MED30296465
4282	10.1016/j.biopha.2018.09.147	30372834		MED30372834
4283	10.1371/journal.pone.0254647	34255800	PMC8277021	MED34255800
4284	10.3389/fnmol.2019.00277	31798412	PMC6868038	MED31798412
4285	10.3892/or.2018.6763	30542714		MED30542714
4286	10.1016/j.biopha.2018.09.103	30372802		MED30372802
4287	10.1039/c8bm00934a	30259043		MED30259043
4288	10.1155/2021/8517161	34306600	PMC8279861	MED34306600
4289	10.1002/mgg3.1043	31724324	PMC6978255	MED31724324
4290	10.1155/2021/5530149	33977103	PMC8087475	MED33977103
4291	10.1042/bsr20191571	32894281	PMC7507598	MED32894281
4292	10.1159/000493814	30257238		MED30257238
4293	10.1089/fpd.2017.2402	29927626		MED29927626
4294	10.1159/000493827	30257251		MED30257251
4295	10.1080/15384101.2021.1918877	34223793	PMC8344795	MED34223793
4296	10.2147/ott.s210732	31807027	PMC6857816	MED31807027
4297	10.26355/eurrev_201810_16030	30338784		MED30338784
4298	10.1097/mao.0000000000001959	30124619		MED30124619
4299	10.1007/s11103-019-00850-w	31053988		MED31053988
4300	10.1159/000494015	30286469		MED30286469
4301	10.2147/ott.s214529	31807000	PMC6842292	MED31807000
4302	10.2147/ott.s210739	31806990	PMC6842313	MED31806990
4303	10.1002/jcb.27390	30246455		MED30246455
4304	10.1016/j.arthro.2018.05.044	30292592		MED30292592
4305	10.3892/ijmm.2019.4396	31746372	PMC6889928	MED31746372
4306	10.3390/v13071309	34372515	PMC8309961	MED34372515
4307	10.1016/j.omtn.2019.10.036	31841990	PMC6920288	MED31841990
4308		32419975	PMC7218693	MED32419975
4309	10.3892/or.2018.6721	30272368		MED30272368
4310	10.3389/fnmol.2019.00268	31787880	PMC6856013	MED31787880
4311	10.1038/s41598-021-93326-1	34215838	PMC8253741	MED34215838
4312	10.1159/000493826	30257250		MED30257250
4313	10.1371/journal.pone.0253836	34214130	PMC8253436	MED34214130
4314	10.1371/journal.pone.0252262	34214110	PMC8253426	MED34214110
4315	10.26355/eurrev_201810_16140	30402837		MED30402837
4316	10.1016/j.micres.2018.09.007	30454656		MED30454656
4317	10.1039/c9ra06378a	35540579	PMC9074956	MED35540579
4318	10.2147/cmar.s220434	31807066	PMC6847996	MED31807066
4319	10.1631/jzus.b1800530	31595724	PMC6825809	MED31595724
4320	10.1080/0886022x.2019.1652648	31478795	PMC6735307	MED31478795
4321	10.1021/acsami.8b11416	30205682		MED30205682
4322	10.2147/ott.s222836	31807002	PMC6842300	MED31807002
4323	10.1371/journal.pone.0253390	34191839	PMC8244852	MED34191839
4324	10.3390/ijms20225526	31698701	PMC6888527	MED31698701
4325	10.1039/c9ra07039g	35529988	PMC9074003	MED35529988
4326	10.1016/j.biopha.2018.08.118	30372893		MED30372893
4327	10.3892/ijo.2018.4576	30272349		MED30272349
4328	10.1016/j.neuro.2020.12.008	33352273		MED33352273
4329	10.1159/000493712	30244244		MED30244244
4330	10.1007/s12264-020-00558-8	32813179	PMC7811971	MED32813179
4331	10.1002/jcb.27542	30242876		MED30242876
4332	10.1159/000493265	30253398		MED30253398
4333	10.1002/jcb.27356	30216510		MED30216510
4334	10.1155/2021/1686946	34306586	PMC8270719	MED34306586
4335	10.2147/ott.s216342	31819474	PMC6842770	MED31819474
4336	10.1039/c9ra07854a	35540690	PMC9076093	MED35540690
4337	10.3389/fonc.2019.01175	31750256	PMC6848388	MED31750256
4338	10.1002/jcp.27396	30230527		MED30230527
4339	10.1016/j.jclinane.2019.04.030	31059910		MED31059910
4340	10.1016/j.autrev.2019.05.005	31059840		MED31059840
4341	10.1186/s12887-021-02775-0	34217246	PMC8254303	MED34217246
4342	10.1016/j.omtn.2019.10.026	31794890	PMC6909158	MED31794890
4343	10.21037/atm.2019.11.25	31930018	PMC6944584	MED31930018
4344	10.1016/j.biopha.2018.09.087	30253373		MED30253373
4345	10.1016/j.bcmd.2020.102533	33352376		MED33352376
4346	10.1155/2021/9982888	34306603	PMC8266440	MED34306603
4347	10.1016/j.biopha.2018.08.164	30257393		MED30257393
4348	10.1159/000493716	30244246		MED30244246
4349	10.1016/j.biopha.2018.09.007	30212710		MED30212710
4350	10.1016/j.omto.2019.10.006	31828217	PMC6889542	MED31828217
4351	10.1016/j.omtn.2019.10.020	31982772	PMC6992896	MED31982772
4352	10.1007/s10787-018-0525-6	30219979		MED30219979
4353	10.2147/ott.s210697	31802900	PMC6826189	MED31802900
4354	10.1186/s12864-019-6178-z	31666006	PMC6822423	MED31666006
4355	10.1016/j.actpsy.2018.08.021	30223147		MED30223147
4356	10.1039/c8mt00243f	30211417		MED30211417
4357	10.1007/s13205-019-1937-8	31696031	PMC6820629	MED31696031
4358	10.1042/bsr20192298	31701999	PMC6879377	MED31701999
4359	10.1016/j.ijantimicag.2018.09.002	30240839		MED30240839
4360	10.1002/jcb.27400	30216523		MED30216523
4361	10.1002/jcb.27081	30216493		MED30216493
4362	10.1155/2021/5568411	34306592	PMC8263288	MED34306592
4363	10.1016/j.biopha.2018.08.107	30257376		MED30257376
4364	10.1016/j.biopha.2018.09.030	30212709		MED30212709
4365	10.1038/s41371-018-0108-4	30206378		MED30206378
4366	10.1159/000493450	30205407		MED30205407
4367	10.1159/000493454	30205377		MED30205377
4368	10.1177/0025817219875307	31631740	PMC7338689	MED31631740
4369	10.1016/j.ijom.2018.08.008	30193758		MED30193758
4370	10.1002/jcp.27199	30206929		MED30206929
4371	10.7150/jca.29931	31777581	PMC6856881	MED31777581
4372	10.1186/s13578-020-00416-0	32266056	PMC7110906	MED32266056
4373	10.3390/jcm9041025	32260538	PMC7231096	MED32260538
4374	10.1016/j.biortech.2018.08.102	30205265		MED30205265
4375	10.12659/msm.911697	31654522	PMC6827329	MED31654522
4376	10.1371/journal.pone.0249230	34157031	PMC8219128	MED34157031
4377	10.1089/mdr.2018.0020	30212274		MED30212274
4378	10.1016/j.omtn.2019.10.017	32160715	PMC7056609	MED32160715
4379	10.1002/jcp.27056	30191949		MED30191949
4380	10.26355/eurrev_201809_15933	30280781		MED30280781
4381	10.26355/eurrev_201809_15913	30280766		MED30280766
4382	10.21873/anticanres.12825	30194150		MED30194150
4383	10.26355/eurrev_201809_15941	30280789		MED30280789
4384	10.1093/biolre/ioy104	29718101		MED29718101
4385	10.1007/s10653-018-0182-0	30191444		MED30191444
4386	10.1016/j.biopha.2018.08.122	30257353		MED30257353
4387	10.1007/s10916-018-1045-z	30171378		MED30171378
4388	10.1016/j.yexmp.2018.08.011	30176223		MED30176223
4389	10.1002/jcb.27341	30191608		MED30191608
4390	10.1016/j.ceca.2019.04.006	31055179		MED31055179
4391	10.1371/journal.pone.0253085	34161364	PMC8221514	MED34161364
4392	10.1007/s00894-018-3766-9	30187189		MED30187189
4393	10.1039/c9ra06188f	35528923	PMC9073615	MED35528923
4394	10.3892/or.2019.7381	31638257	PMC6859450	MED31638257
4395	10.1177/0269215520943650	32772865		MED32772865
4396	10.26355/eurrev_201809_15838	30229848		MED30229848
4397	10.1080/15384101.2019.1676585	31607209	PMC6927697	MED31607209
4398	10.2147/ott.s218158	31695429	PMC6815216	MED31695429
4399	10.1002/jcp.27066	30145819		MED30145819
4400	10.1002/jcb.27280	30145837		MED30145837
4401	10.1016/j.vaccine.2017.09.042	29195610		MED29195610
4402	10.1159/000493228	30184529		MED30184529
4403	10.1111/evo.13577	30101493		MED30101493
4404	10.1002/jcp.27023	30144073		MED30144073
4405	10.1016/j.omtn.2019.10.007	31902747	PMC6948252	MED31902747
4406	10.3390/jcm8101714	31627401	PMC6832116	MED31627401
4407	10.1039/c9ra06614d	35702340	PMC9097493	MED35702340
4408	10.2147/ott.s215819	31632090	PMC6793467	MED31632090
4409	10.1088/1361-6528/aade23	30168446		MED30168446
4410	10.1002/jcb.27403	30161272		MED30161272
4411	10.1091/mbc.e19-06-0326	31599699	PMC8351739	MED31599699
4412	10.1089/aid.2020.0147	33287623		MED33287623
4413	10.1371/journal.pone.0253557	34143846	PMC8213146	MED34143846
4414	10.1038/s41388-020-01574-8	33273726		MED33273726
4415	10.1016/j.ijbiomac.2018.08.173	30171944		MED30171944
4416		31737208	PMC6834508	MED31737208
4417	10.1039/c9ra04591k	35530801	PMC9072846	MED35530801
4418	10.1039/c8nr03001d	30198034		MED30198034
4419	10.1139/apnm-2017-0668	29677459		MED29677459
4420	10.1002/jcb.27311	30132953		MED30132953
4421	10.1002/jcb.27357	30145831		MED30145831
4422	10.1177/2045894018797049	30124138		MED30124138
4423	10.1016/j.joen.2018.07.007	30154002		MED30154002
4424	10.1172/jci.insight.129270	31593553	PMC7032015	MED31593553
4425	10.1002/jcb.27178	30145800		MED30145800
4426	10.2147/ott.s208263	31686864	PMC6800886	MED31686864
4427	10.1016/j.gene.2018.08.065	30144501		MED30144501
4428	10.1002/jcb.27307	30156009		MED30156009
4429	10.3892/ol.2019.10985	31788047	PMC6865703	MED31788047
4430	10.1016/j.jclinane.2017.11.020	29175750		MED29175750
4431	10.1590/1414-431x20198385	31618367	PMC6787960	MED31618367
4432	10.1177/1758835919878347	31662796	PMC6792276	MED31662796
4433	10.4102/jamba.v11i1.725	31616546	PMC6779975	MED31616546
4434	10.1002/jcb.27344	30129054		MED30129054
4435	10.1002/jcb.27444	30125989		MED30125989
4436	10.2147/ott.s224721	31686858	PMC6783399	MED31686858
4437	10.1093/pm/pnaa137	32524145		MED32524145
4438	10.12659/msm.915914	31588926	PMC6792513	MED31588926
4439	10.1039/c9ra06284j	35527955	PMC9072603	MED35527955
4440	10.2147/ott.s218524	31632081	PMC6790128	MED31632081
4441	10.1002/jcb.27143	30105826		MED30105826
4442	10.1002/jcp.26960	30144062		MED30144062
4443	10.18502/ijrm.v17i10.5292	31807721	PMC6844288	MED31807721
4444	10.1049/iet-nbt.2018.5258	31625520	PMC8676115	MED31625520
4445	10.1002/mgg3.991	31573758	PMC6900391	MED31573758
4446	10.1159/000492686	30121658		MED30121658
4447	10.1039/c9ra06679a	35529408	PMC9072202	MED35529408
4448	10.2147/cmar.s216774	31632138	PMC6778324	MED31632138
4449	10.1002/jcb.27315	30117199		MED30117199
4450	10.1097/jcn.0000000000000746	33252896		MED33252896
4451	10.1016/j.lfs.2018.08.049	30138595		MED30138595
4452	10.1080/15384101.2019.1671716	31564232	PMC6816415	MED31564232
4453	10.1002/jcb.27108	30126001		MED30126001
4454	10.1016/j.glohj.2019.09.003	32501415	PMC7148657	MED32501415
4455	10.1080/15384101.2019.1674071	31590627	PMC6927695	MED31590627
4456	10.3892/mmr.2018.9385	30106113		MED30106113
4457	10.1039/c9ra04898g	35702641	PMC9097494	MED35702641
4458	10.3892/or.2018.6656	30132563		MED30132563
4459	10.1016/j.biopha.2018.08.020	30114638		MED30114638
4460	10.1155/2021/5407664	34804454	PMC8604603	MED34804454
4461	10.1016/j.biopha.2018.06.146	30089248		MED30089248
4462	10.1371/journal.pone.0252393	34111142	PMC8192014	MED34111142
4463	10.1016/j.compmedimag.2020.101810	33279760		MED33279760
4464	10.1080/15384101.2019.1669388	31564203	PMC6816367	MED31564203
4465	10.1159/000492283	30071509		MED30071509
4466	10.1159/000492279	30071522		MED30071522
4467	10.1016/j.biopha.2018.07.116	30114636		MED30114636
4468	10.1080/15384101.2019.1670509	31559899	PMC6816398	MED31559899
4469	10.1038/s41430-018-0264-1	30087418		MED30087418
4470	10.1891/1061-3749.26.2.e98	30567954		MED30567954
4471	10.1155/2021/5536330	34188789	PMC8192207	MED34188789
4472	10.26355/eurrev_201808_15734	30178859		MED30178859
4473	10.26355/eurrev_201808_15709	30178834		MED30178834
4474	10.1002/jcb.27095	30058243		MED30058243
4475	10.23812/20-269-e-4	32668870		MED32668870
4476	10.1039/c9ra03965a	35531506	PMC9071964	MED35531506
4477	10.3892/ol.2019.10902	31612049	PMC6781565	MED31612049
4478	10.1080/15384101.2019.1671089	31564201	PMC6816373	MED31564201
4479	10.1155/2021/9998427	34211684	PMC8205599	MED34211684
4480	10.1080/15384101.2019.1667707	31537148	PMC6791705	MED31537148
4481	10.1159/000492405	30078019		MED30078019
4482	10.1016/j.biopha.2018.07.177	30096628		MED30096628
4483	10.1002/cti2.1081	31572609	PMC6763724	MED31572609
4484	10.1002/jcb.27208	30074264		MED30074264
4485	10.1097/pcc.0000000000001588	30080806		MED30080806
