pmid,doi
32279067,10.12659/msm.923025
32319550,10.3892/ijmm.2020.4581
33739797,10.5935/1518-0557.20200083
30942163,
30978333,10.1016/j.yexmp.2019.04.006
30953817,10.1016/j.biopha.2019.108814
32311646,10.1016/j.earlhumdev.2020.105043
30942425,10.3892/ijo.2019.4765
30947606,10.1177/1753193419839892
34745514,10.1155/2021/9356452
30922209,10.1080/13825585.2019.1598538
32342016,10.1136/bmjpo-2019-000620
30951746,10.1016/j.lfs.2019.04.001
30939040,10.1089/cbr.2018.2749
32368035,10.2147/ijn.s245174
30953616,10.1016/j.ejphar.2019.03.058
30945283,10.1002/jcp.28616
32292912,10.1186/s13065-020-00681-7
31178055,10.1016/j.micres.2019.03.010
30928631,10.1016/j.ejphar.2019.03.040
30916824,10.1002/jcb.28611
31081093,10.26355/eurrev_201904_17702
30913366,10.1002/wer.1049
32368078,10.2147/ott.s233256
30100811,10.1098/rspa.2018.0414
32317960,10.3389/fphar.2020.00270
32346290,10.2147/ijn.s247252
31002157,10.26355/eurrev_201904_17591
30947016,10.1016/j.biopha.2019.108683
34721826,10.1155/2021/6733963
30927203,10.1007/s12031-019-01303-1
30951743,10.1016/j.lfs.2019.04.004
31647941,10.1016/j.dci.2019.103517
30909147,10.1016/j.biopha.2019.108782
31081080,10.26355/eurrev_201904_17689
30946839,10.1016/j.lfs.2019.03.079
32294702,10.1590/1414-431x20209288
30928405,10.1016/j.lfs.2019.03.067
33420321,10.1038/s42003-020-01565-1
32322578,10.3389/fbioe.2020.00259
30888519,10.1007/s10916-019-1243-3
32280244,10.2147/ott.s237069
32272873,10.1186/s10020-020-00150-w
30916820,10.1002/jcb.28614
32228599,10.1186/s12936-020-03204-w
32225128,10.12659/msm.920537
34675230,10.1038/s41598-021-00061-8
32280626,10.2147/iprp.s243069
31408227,10.1113/ep087720
34707799,10.1155/2021/7988924
32265513,10.1038/s41423-020-0424-9
30905732,10.1016/j.biochi.2019.03.011
30912120,10.1002/jcp.28390
32252437,10.3390/jof6020045
30863948,10.1007/s13105-019-00669-5
30898646,10.1016/j.lfs.2019.03.038
34696485,10.3390/v13102056
32280241,10.2147/ott.s240734
32509681,10.4103/jfmpc.jfmpc_1079_19
32273764,10.2147/cmar.s236576
33546041,10.1097/md.0000000000024219
33981369,10.1155/2021/5597401
30854680,10.1002/jcp.28387
32208888,10.1080/15384101.2020.1743912
32280863,10.1021/acsomega.9b03851
32273759,10.2147/cmar.s242472
30856533,10.1016/j.biopha.2019.108697
32743968,10.1111/jopr.13230
32273717,10.2147/ott.s240769
30896829,10.3892/ijo.2019.4759
30887853,10.1080/1744666x.2019.1591275
30896857,10.3892/or.2019.7061
34644343,10.1371/journal.pone.0257952
32280218,10.2147/ijn.s238256
32247898,10.1016/j.earlhumdev.2020.105026
30853613,10.1016/j.yexmp.2019.03.003
33708333,10.11604/pamj.2020.37.362.17659
32219609,10.1186/s11671-020-3289-z
32292331,10.3389/fncel.2020.00062
30890405,10.1016/j.lfs.2019.03.032
30875657,10.1016/j.biopha.2019.108671
34634080,10.1371/journal.pone.0258430
32210451,10.1371/journal.pone.0230450
32210737,10.1186/s12935-020-1164-8
32256081,10.2147/ott.s240965
32309185,10.18240/ijo.2020.03.15
32256084,10.2147/ott.s232953
30853612,10.1016/j.yexmp.2019.03.004
30964174,10.26355/eurrev_201903_17395
30964164,10.26355/eurrev_201903_17385
30964159,10.26355/eurrev_201903_17379
30760158,10.1142/s2424835519500139
32206064,10.1186/s11658-020-00213-0
30964172,10.26355/eurrev_201903_17393
30964162,10.26355/eurrev_201903_17382
30915739,10.26355/eurrev_201903_17235
30851958,10.1016/j.isatra.2019.02.029
30816476,10.3892/ijo.2019.4735
32190008,10.1186/s12935-020-01168-0
30864726,10.3892/mmr.2019.10013
30838711,10.1002/ptr.6336
32236565,10.3892/ijmm.2020.4547
32204667,10.1161/jaha.120.015959
30816536,10.3892/mmr.2019.9990
32269719,
30848513,10.1002/jcb.28500
30834562,10.1002/jcb.28409
34618822,10.1371/journal.pone.0256984
32214826,10.2147/ott.s240022
30849307,10.1016/j.yexmp.2019.03.002
30964176,10.26355/eurrev_201903_17397
30915728,10.26355/eurrev_201903_17221
32178661,10.1186/s12906-020-2873-1
30970524,10.1016/j.biopha.2019.108729
31128046,
30964160,10.26355/eurrev_201903_17380
30915742,10.26355/eurrev_201903_17238
30901996,10.1063/1.5086218
32231432,10.2147/ijn.s207852
29908400,10.1016/j.jclinane.2018.06.015
30822424,10.1016/j.lfs.2019.02.052
32210618,10.2147/cmar.s239981
30922883,10.1016/j.joms.2019.02.036
31128024,
30915735,10.26355/eurrev_201903_17230
30784907,10.1016/j.biopha.2019.01.053
30773645,10.1002/jcp.28030
34630998,10.1155/2021/8914997
34587205,10.1371/journal.pone.0257908
30802823,10.1016/j.biopha.2019.108606
30794097,10.1080/17457300.2019.1576208
33819456,10.1016/j.yjmcc.2021.03.013
29906763,10.1016/j.jclinane.2018.06.014
33823047,10.1093/tbm/ibab030
32160130,10.1080/15384101.2020.1732515
32014885,10.1242/bio.049478
30770563,10.1002/jcp.28259
34709765,10.1002/ctm2.541
32201822,10.1021/acsomega.9b04357
30786017,10.1002/jcp.28274
33728661,10.1002/1873-3468.14075
32210571,10.2147/ott.s229772
30784063,10.1002/jcp.28326
34631002,10.1155/2021/9922389
34956564,10.1155/2021/2852661
30790266,10.1002/jcp.28309
33813258,10.1016/j.biomaterials.2021.120777
35117488,10.21037/tcr.2020.01.32
32196602,10.26355/eurrev_202003_20519
32116107,10.1080/15384101.2020.1717033
30770562,10.1002/jcp.28261
31905237,10.1093/neuonc/noaa002
34603646,10.1155/2021/3400943
32142517,10.1371/journal.pone.0227795
30767206,10.1002/jcp.28286
30780095,10.1016/j.biortech.2019.02.058
34603641,10.1155/2021/1877166
30763577,10.1016/j.lfs.2019.02.021
35436290,10.1371/journal.pone.0266675
32103036,10.1038/s41598-020-60105-3
30770559,10.1002/jcp.28151
30672348,10.1080/03639045.2019.1572184
32196593,10.26355/eurrev_202003_20509
31656359,10.1590/0100-3984.2019.0097
34543316,10.1371/journal.pone.0256075
30737611,10.1208/s12249-019-1292-4
30823722,10.1063/1.5085490
30779078,10.26355/eurrev_201902_17000
30779063,10.26355/eurrev_201902_16984
30702111,10.1039/c8fo02223b
30518782,10.1038/s41417-018-0068-4
34603647,10.1155/2021/4041082
32161501,10.2147/cmar.s246691
34557287,10.1155/2021/2122095
30772661,10.1016/j.theriogenology.2019.02.002
32107446,10.1038/s41598-020-60534-0
32106756,10.1080/15384101.2020.1731946
32116086,10.1080/15384101.2020.1731645
34589193,10.1155/2021/9734882
34608407,10.1155/2021/3401654
32148565,10.1155/2020/9370891
32110102,10.2147/cmar.s234620
32093035,10.3390/pharmaceutics12020176
35516933,10.1039/d0ra04566g
32089067,10.1080/15384101.2020.1731053
32158233,10.2147/ott.s234144
32089167,10.1093/annonc/mdy520
30840297,10.26355/eurrev_201902_17134
30779087,10.26355/eurrev_201902_17010
30775761,10.1039/c9dt00060g
35493872,10.1039/c9ra09887a
30716604,10.1016/j.biortech.2019.01.123
30710753,10.1016/j.biocel.2019.01.021
34567490,10.1155/2021/9928160
32158687,10.3389/fonc.2020.00075
34589191,10.1155/2021/4581900
29746216,10.1080/0092623x.2018.1474405
30676784,10.1089/cbr.2018.2625
30676226,10.1089/lap.2018.0617
32087602,10.18632/aging.102668
30701574,10.1002/jcb.28385
30684462,10.1016/j.yexmp.2019.01.008
34589192,10.1155/2021/8976625
34543305,10.1371/journal.pone.0257083
30673676,10.1159/000495625
30779069,10.26355/eurrev_201902_16990
32099818,10.1016/j.ymgmr.2020.100573
32153725,10.4081/oncol.2020.429
32085408,10.3390/nano10020345
34529693,10.1371/journal.pone.0256449
33730446,10.1111/acem.14252
30695715,10.1016/j.yexmp.2019.01.010
33728271,10.1016/j.jtcme.2020.02.005
32075502,10.1080/15384101.2020.1731062
30841460,10.1016/j.biopha.2018.12.067
30684569,10.1016/j.biocel.2019.01.013
30703346,10.1016/j.yexmp.2019.01.011
32104199,10.1155/2020/9189457
34552709,10.1155/2021/9975762
32067207,10.1007/s12079-020-00550-x
30664174,10.3892/mmr.2019.9857
32179451,10.1016/j.omtn.2020.02.007
32218823,10.3892/ol.2020.11397
34540189,10.1155/2021/8556965
30636713,10.1136/rapm-2018-100229
32041931,10.12659/msm.920407
35496033,10.1039/c9ra09535g
32103995,10.2147/ott.s225661
32029773,10.1038/s41598-020-58462-0
30656691,10.1002/jcp.28071
32059723,10.1186/s12906-020-2834-8
32057287,10.1080/15384101.2020.1718851
32025724,10.1093/scan/soz169
30632205,10.1002/ptr.6283
32014002,10.1186/s12974-020-1725-8
32104083,10.2147/cmar.s214553
32029582,10.1073/pnas.1919403117
35117448,10.21037/tcr.2020.01.02
30625293,10.1016/j.yexmp.2019.01.002
33897177,10.4103/njms.njms_44_20
33543890,10.1097/aog.0000000000004286
32082174,10.3389/fphar.2019.01700
34480017,10.1038/s41419-021-04103-x
32024547,10.1186/s13048-020-0611-4
32256726,10.3892/etm.2020.8479
31999672,10.12659/msm.919083
29738724,10.1016/j.cub.2018.03.031
34531966,10.1155/2021/5790416
33655506,10.1002/jcp.30271
30610843,10.1016/j.yexmp.2018.12.010
31875333,10.1111/pcn.12970
30633886,10.1016/j.yexmp.2019.01.003
31006666,10.3233/cbm-182374
30709141,10.1063/1.5082566
30547177,10.1039/c8fo01839a
32095073,10.2147/ndt.s229513
30941973,
30720174,10.26355/eurrev_201901_16880
30720149,10.26355/eurrev_201901_16853
34465271,10.1080/15384101.2021.1965723
32099402,10.2147/ott.s239648
34512940,10.1155/2021/7358874
30642592,10.1016/j.vetmic.2019.01.004
30640199,10.1097/inf.0000000000002277
32001754,10.1038/s41598-020-58372-1
32983561,10.2144/fsoa-2020-0006
30628682,10.3892/mmr.2019.9830
30549391,10.1111/tmi.13193
30597174,10.1016/j.lfs.2018.12.045
30607469,10.1007/s00210-018-01607-w
32076465,10.1155/2020/8360841
30589560,10.1089/cell.2018.0042
31996667,10.1038/s41419-020-2279-5
31104008,10.3233/cbm-182137
30720173,10.26355/eurrev_201901_16879
30709128,10.1063/1.5079512
30593805,10.1016/j.ijbiomac.2018.12.238
32193153,10.1016/j.omtn.2020.01.016
30586667,10.1016/j.intimp.2018.12.041
32043021,10.1016/j.jacbts.2019.10.006
32169806,10.1016/j.omtn.2020.01.022
31001962,10.33594/000000084
30941961,
30909188,10.3233/cbm-182222
30099524,10.1210/jc.2018-01651
34194680,10.1155/2021/3329800
32160713,10.1016/j.omtn.2020.01.024
34490060,10.1155/2021/8778092
31996755,10.1038/s41598-020-58458-w
30628702,10.3892/mmr.2019.9805
32021454,10.2147/cmar.s228429
33608454,10.4049/jimmunol.2001107
30814082,
30709110,10.1063/1.5085661
30638479,10.1016/j.tjog.2018.11.008
30112961,10.1080/09593330.2018.1513082
32158228,10.2147/ott.s217745
33634502,10.1111/1440-1681.13472
30597335,10.1016/j.addbeh.2018.12.028
32133263,10.7759/cureus.6741
32030092,10.1177/1559325819901242
30562143,10.1089/pop.2018.0024
32021449,10.2147/cmar.s230171
32016467,10.3892/mmr.2020.10945
31944163,10.1080/15384101.2020.1712033
30594603,10.1016/j.yexmp.2018.12.007
31847992,10.1016/j.jsr.2018.12.009
32021291,10.2147/ott.s232594
34437564,10.1371/journal.pone.0256376
30582209,10.1002/jcb.28139
31958888,10.1111/os.12606
30556206,10.1002/jcb.28108
32158261,10.2147/cmar.s238373
32158226,10.2147/ott.s236162
32158221,10.2147/ott.s232542
30585737,10.1089/dna.2018.4441
32158256,10.2147/cmar.s226547
32025276,10.1155/2020/7815214
32021279,10.2147/ott.s220302
30553871,10.1016/j.lfs.2018.12.023
30565729,10.1002/jcb.28329
30576641,10.1016/j.yexmp.2018.12.005
32629431,10.1088/1748-605x/aba327
30543460,10.1089/cbr.2018.2545
32059341,10.1016/j.omtn.2019.11.037
32051740,
32021178,10.2147/ijn.s231289
32059339,10.1016/j.omtn.2019.12.025
34432836,10.1371/journal.pone.0256450
35494710,10.1039/c9ra08525d
31922233,10.3892/or.2020.7456
30537353,10.1002/jbt.22237
31998078,10.3389/fncel.2019.00569
31929494,10.12659/msm.919698
35497711,10.1039/c9ra07830d
35305679,10.1186/s12964-022-00833-3
31931737,10.1186/s12876-019-1130-x
30560648,10.1021/acsami.8b12175
32021256,10.2147/ott.s206775
30558860,10.1016/j.jstrokecerebrovasdis.2018.11.028
30537738,10.1159/000495876
30569166,10.3892/mmr.2018.9750
30523702,10.1089/cbr.2018.2626
30548304,10.1002/jcb.27269
34429595,10.2147/copd.s315639
32200272,10.1016/j.omtn.2019.12.029
32193152,10.1016/j.omtn.2019.12.028
31935210,10.12659/msm.920248
31902794,10.18632/aging.102628
31924125,10.1080/15384101.2019.1711318
31941090,10.3390/ph13010013
31307002,10.1016/j.isci.2019.06.017
35494689,10.1039/c9ra08693e
35494452,10.1039/c9ra08600e
31900142,10.1186/s12929-019-0595-9
31901150,10.1002/jcla.23193
32193154,10.1016/j.omtn.2019.11.036
31956507,10.1016/j.ymgmr.2019.100557
30550887,10.1016/j.lfs.2018.12.020
30551506,10.1016/j.biopha.2018.04.012
30538145,10.1136/tobaccocontrol-2018-054586.wit
31918603,10.1080/15384101.2019.1710912
33135551,10.1177/2150132720970717
32391148,10.4081/mrm.2020.654
32266860,10.1177/1533033820917978
31665422,10.1093/nar/gkz952
30537731,10.1159/000495868
30536946,10.1002/jcp.27827
30504696,10.1159/000495677
30504241,10.1124/mol.118.113407
29232002,10.1002/jcb.26567
33280522,10.1177/1533033820971600
33100093,10.1177/2058738420954598
32716347,10.3233/cbm-201518
32635836,10.1177/2058738420910005
32064170,
30497067,10.1159/000495649
34434537,10.1155/2021/1387129
30485504,10.1002/jcb.28149
31920398,10.2147/cmar.s232380
30481787,10.1159/000495554
34380570,10.1186/s13287-021-02371-0
30536889,10.1002/jcp.27746
30360644,10.1080/15569527.2018.1539007
30474301,10.1002/jcb.27988
35494466,10.1039/c9ra04962b
31907059,10.1186/s13048-019-0599-9
30312015,10.1002/ar.23975
32910747,10.1177/1533033820957023
32284696,10.1177/1559325820910930
31868205,10.1042/bsr20191961
30518783,10.1038/s41417-018-0065-7
31920290,10.2147/dddt.s235004
31881968,10.1186/s12860-019-0245-9
34365970,10.1186/s13287-021-02455-x
34388165,10.1371/journal.pone.0255847
35340225,10.1155/2022/4903265
32099382,10.2147/ott.s218876
30642470,10.1016/j.micres.2018.11.008
33035078,10.1177/1073274820945976
31894842,10.1042/bsr20191330
30476722,10.1016/j.biopha.2018.11.037
30485508,10.1002/jcb.28088
30471283,10.1016/j.lfs.2018.11.038
32982273,10.2147/ott.s180850
32021242,10.2147/ott.s218308
34422247,10.1155/2021/8004883
34384486,10.1186/s13287-021-02519-y
30471326,10.1016/j.mad.2018.11.001
30500550,10.1016/j.lfs.2018.11.056
30481751,10.1159/000495493
30481065,10.1089/dna.2018.4420
30463065,10.1159/000495327
33544069,10.1099/jmm.0.001323
30476906,10.1159/000495488
30643044,10.11817/j.issn.1672-7347.2018.12.003
30575925,10.26355/eurrev_201812_16651
29629570,10.1139/apnm-2017-0786
30480801,10.1002/jcp.27645
33073693,10.1177/1533033820967462
32000421,10.1097/md.0000000000018959
31809313,10.1097/pai.0000000000000532
31804629,10.1038/s41430-019-0541-7
30504722,10.1159/000495706
33504189,10.1161/strokeaha.120.031889
31878833,10.1080/15384101.2019.1708029
30497076,10.1159/000495652
33539318,10.1530/eje-20-0857
30450834,10.1002/jcb.27560
30660261,10.1016/j.marpolbul.2018.11.046
33499744,10.1089/aid.2020.0307
30625609,10.1016/j.talanta.2018.11.078
31887107,10.12659/msm.919112
30468834,10.1016/j.lfs.2018.11.046
30448264,10.1016/j.lfs.2018.11.032
32456461,10.2217/fon-2020-0300
35542851,10.1039/c9ra08872e
31908498,10.2147/ott.s223702
30551437,10.1016/j.biopha.2018.11.024
30472895,10.1177/0960327118814162
31858281,10.1186/s11671-019-3202-9
31889901,10.1186/s12935-019-1076-7
30453302,10.1159/000495231
31853663,10.1186/s11671-019-3221-6
30431118,10.3892/mmr.2018.9652
30422313,10.1002/jcp.27652
30470957,10.1007/s00774-018-0961-9
35541591,10.1039/c9ra08322g
30472296,10.1016/j.lfs.2018.11.047
30417481,10.1002/jcp.27751
31894287,10.3892/or.2019.7438
31844153,10.1038/s41434-019-0109-0
34394605,10.1177/1744987119880583
31860375,10.1080/21645515.2019.1696075
30452981,10.1016/j.ijbiomac.2018.11.162
33941219,10.1186/s13018-021-02423-4
34394895,10.1155/2021/6713062
30252993,10.1002/chem.201804842
31870360,10.1186/s12903-019-0980-5
32025857,10.1186/s40981-018-0161-6
31853201,10.2147/cmar.s221950
31852342,10.1177/0300060519883731
30551353,10.1016/j.biopha.2018.10.122
30423573,10.1159/000495097
30551356,10.1016/j.biopha.2018.10.114
30417553,10.1002/jcb.28026
31930114,10.1155/2019/2523032
31889891,10.1186/s12935-019-1055-z
30554698,10.1016/j.ijporl.2018.10.043
30551533,10.1016/j.biopha.2018.10.096
31966055,10.3892/ol.2019.11222
30415272,10.1007/s00210-018-1575-4
30439718,10.1159/000495168
30414837,10.1016/j.ejps.2018.11.004
30290400,10.1002/ar.23940
30430634,10.1002/jcb.27676
30426822,10.1177/1753193418811565
35540078,10.1039/c9ra06408g
31815638,10.1186/s13018-019-1430-4
30415256,10.1159/000495060
30466022,10.1016/j.biortech.2018.10.084
31889893,10.1186/s12935-019-1063-z
30187512,10.1111/pim.12586
32980580,10.1016/j.leukres.2020.106443
30387841,10.3892/ijo.2018.4615
31891061,10.1021/acsomega.9b02776
34373774,10.1155/2021/2613300
30389358,10.1016/j.jaad.2018.10.049
34106601,10.1097/md.0000000000025736
31176956,10.1016/j.jclinane.2019.06.010
30415259,10.1159/000495053
30414207,10.1002/jcb.27354
31176261,10.1016/j.jclinane.2019.06.008
33901218,10.1371/journal.pone.0250295
30551524,10.1016/j.biopha.2018.10.079
35540064,10.1039/c9ra06264e
31824179,10.2147/idr.s226072
31174155,10.1016/j.jclinane.2019.05.022
31778314,10.1259/bjr.20190790
30468473,10.26355/eurrev_201811_16265
34326352,10.1038/s41598-021-94450-8
30536326,10.26355/eurrev_201811_16406
31867273,10.3389/fonc.2019.01344
30382201,10.1038/s41586-018-0651-8
33464758,10.1213/ane.0000000000005343
31411110,10.1080/21655979.2019.1652490
31826181,10.1590/1414-431x20198834
31951853,10.1016/j.omtn.2019.11.030
30368887,10.1002/jcb.27957
30395900,10.1016/j.ijbiomac.2018.11.002
34314420,10.1371/journal.pone.0254318
35542655,10.1039/c9ra07215b
31840068,10.1126/sciadv.aax7894
31824138,10.2147/dddt.s224312
30346850,10.1080/19390211.2018.1494661
35540673,10.1039/c9ra07900a
31819433,10.2147/ijn.s224805
31784549,10.1038/s41598-019-53807-w
30468460,10.26355/eurrev_201811_16251
30452045,10.1039/c8nr07921h
30384782,10.1080/10641955.2018.1538378
31801470,10.1186/s12870-019-2090-6
31779650,10.1186/s13018-019-1458-5
35541395,10.1039/c9ra08248d
30389439,10.1016/j.lfs.2018.10.064
34297754,10.1371/journal.pone.0255029
31160816,10.1038/s41591-019-0481-8
30355939,10.1159/000494475
30372641,10.1080/13625187.2018.1532074
30304554,10.1002/jcb.27559
31902746,10.1016/j.omtn.2019.11.015
30335886,10.1002/jcb.27177
35540191,10.1039/c9ra06993c
32063715,10.2147/ott.s226580
31885708,10.3892/etm.2019.8246
31770363,10.12659/msm.915463
31800990,10.1056/nejmicm1905974
30355923,10.1159/000494472
31769187,10.1111/jcmm.14826
30365126,10.3892/or.2018.6804
34659684,10.1155/2021/3279714
32963749,10.1155/2020/8835544
35251561,10.1155/2022/1998445
32943025,10.1186/s12911-020-01252-5
30355931,10.1159/000494588
35541776,10.1039/c9ra07880k
33421568,10.1016/j.neuroscience.2020.12.028
31897193,10.3892/ol.2019.11144
31819507,10.2147/ott.s225360
30372870,10.1016/j.biopha.2018.09.102
30322263,10.1080/21691401.2018.1505738
31760895,10.1080/15384101.2019.1692176
31778440,10.1590/1414-431x20198934
35542278,10.1039/c9ra06136c
35542268,10.1039/c9ra07823a
30324763,10.1002/jcb.27524
30324663,10.1002/jcb.27580
30317672,10.1002/jcb.27873
30317577,10.1002/jcp.27448
31771611,10.1186/s13046-019-1433-3
34270152,10.1002/hbm.25594
34270569,10.1371/journal.pone.0254452
34252121,10.1371/journal.pone.0254602
30311599,10.1017/s0033291718002921
32881950,10.1371/journal.pone.0238679
30300656,10.1016/j.lfs.2018.10.006
30308516,10.1159/000494236
31837606,10.1016/j.omtn.2019.11.002
31762067,10.1111/and.13484
31814737,10.2147/ott.s219440
33506917,10.26355/eurrev_202101_24394
33351005,10.1039/d0ay01881c
30321469,10.1002/jcb.27633
30308510,10.1159/000494159
31744486,10.1186/s12906-019-2718-y
35541789,10.1039/c9ra07176h
30317569,10.1002/jcp.26945
31981861,10.1016/j.omtn.2019.10.037
31766130,10.3390/antibiotics8040220
34336176,10.1155/2021/9978863
31981860,10.1016/j.omtn.2019.09.034
30542724,10.3892/or.2018.6774
32009795,10.2147/ott.s215674
31838274,10.1016/j.omtn.2019.10.035
30372822,10.1016/j.biopha.2018.06.172
32303958,10.1007/s11033-020-05427-1
34326977,10.1155/2021/5475997
34252095,10.1371/journal.pone.0253798
31827715,10.1155/2019/9659757
31819486,10.2147/ott.s228917
30402863,10.26355/eurrev_201810_16167
30276412,10.1039/c8cc06201c
31108280,10.1016/j.jclinane.2019.05.019
31727599,10.1016/j.ebiom.2019.10.009
30402851,10.26355/eurrev_201810_16155
33359036,10.1016/j.yexmp.2020.104595
30311001,10.1007/s10916-018-1081-8
31877407,10.1016/j.omtn.2019.10.041
30296465,10.1016/j.biochi.2018.10.001
34255800,10.1371/journal.pone.0254647
30372834,10.1016/j.biopha.2018.09.147
31798412,10.3389/fnmol.2019.00277
30542714,10.3892/or.2018.6763
30372802,10.1016/j.biopha.2018.09.103
30259043,10.1039/c8bm00934a
34306600,10.1155/2021/8517161
31724324,10.1002/mgg3.1043
33977103,10.1155/2021/5530149
32894281,10.1042/bsr20191571
30257238,10.1159/000493814
29927626,10.1089/fpd.2017.2402
30257251,10.1159/000493827
34223793,10.1080/15384101.2021.1918877
31807027,10.2147/ott.s210732
30338784,10.26355/eurrev_201810_16030
30124619,10.1097/mao.0000000000001959
31053988,10.1007/s11103-019-00850-w
30286469,10.1159/000494015
31807000,10.2147/ott.s214529
31806990,10.2147/ott.s210739
30246455,10.1002/jcb.27390
30292592,10.1016/j.arthro.2018.05.044
31746372,10.3892/ijmm.2019.4396
31841990,10.1016/j.omtn.2019.10.036
34372515,10.3390/v13071309
32419975,
30272368,10.3892/or.2018.6721
34215838,10.1038/s41598-021-93326-1
31787880,10.3389/fnmol.2019.00268
30257250,10.1159/000493826
34214130,10.1371/journal.pone.0253836
34214110,10.1371/journal.pone.0252262
30402837,10.26355/eurrev_201810_16140
30454656,10.1016/j.micres.2018.09.007
31595724,10.1631/jzus.b1800530
35540579,10.1039/c9ra06378a
31807066,10.2147/cmar.s220434
30205682,10.1021/acsami.8b11416
31478795,10.1080/0886022x.2019.1652648
34191839,10.1371/journal.pone.0253390
31807002,10.2147/ott.s222836
35529988,10.1039/c9ra07039g
31698701,10.3390/ijms20225526
30372893,10.1016/j.biopha.2018.08.118
30272349,10.3892/ijo.2018.4576
33352273,10.1016/j.neuro.2020.12.008
30244244,10.1159/000493712
32813179,10.1007/s12264-020-00558-8
30242876,10.1002/jcb.27542
30253398,10.1159/000493265
30216510,10.1002/jcb.27356
31819474,10.2147/ott.s216342
34306586,10.1155/2021/1686946
35540690,10.1039/c9ra07854a
31750256,10.3389/fonc.2019.01175
31059910,10.1016/j.jclinane.2019.04.030
31059840,10.1016/j.autrev.2019.05.005
30230527,10.1002/jcp.27396
34217246,10.1186/s12887-021-02775-0
31794890,10.1016/j.omtn.2019.10.026
31930018,10.21037/atm.2019.11.25
30253373,10.1016/j.biopha.2018.09.087
33352376,10.1016/j.bcmd.2020.102533
34306603,10.1155/2021/9982888
30257393,10.1016/j.biopha.2018.08.164
30244246,10.1159/000493716
31982772,10.1016/j.omtn.2019.10.020
31828217,10.1016/j.omto.2019.10.006
30212710,10.1016/j.biopha.2018.09.007
30219979,10.1007/s10787-018-0525-6
31802900,10.2147/ott.s210697
31666006,10.1186/s12864-019-6178-z
30223147,10.1016/j.actpsy.2018.08.021
31696031,10.1007/s13205-019-1937-8
30211417,10.1039/c8mt00243f
31701999,10.1042/bsr20192298
30240839,10.1016/j.ijantimicag.2018.09.002
30216523,10.1002/jcb.27400
30216493,10.1002/jcb.27081
34306592,10.1155/2021/5568411
30257376,10.1016/j.biopha.2018.08.107
30212709,10.1016/j.biopha.2018.09.030
30206378,10.1038/s41371-018-0108-4
30205407,10.1159/000493450
30205377,10.1159/000493454
31631740,10.1177/0025817219875307
30206929,10.1002/jcp.27199
30193758,10.1016/j.ijom.2018.08.008
31777581,10.7150/jca.29931
32260538,10.3390/jcm9041025
32266056,10.1186/s13578-020-00416-0
30205265,10.1016/j.biortech.2018.08.102
34157031,10.1371/journal.pone.0249230
31654522,10.12659/msm.911697
30212274,10.1089/mdr.2018.0020
32160715,10.1016/j.omtn.2019.10.017
30191949,10.1002/jcp.27056
30280781,10.26355/eurrev_201809_15933
30280766,10.26355/eurrev_201809_15913
30194150,10.21873/anticanres.12825
30280789,10.26355/eurrev_201809_15941
29718101,10.1093/biolre/ioy104
30191444,10.1007/s10653-018-0182-0
30257353,10.1016/j.biopha.2018.08.122
30171378,10.1007/s10916-018-1045-z
30191608,10.1002/jcb.27341
30176223,10.1016/j.yexmp.2018.08.011
31055179,10.1016/j.ceca.2019.04.006
34161364,10.1371/journal.pone.0253085
30187189,10.1007/s00894-018-3766-9
35528923,10.1039/c9ra06188f
31638257,10.3892/or.2019.7381
32772865,10.1177/0269215520943650
30229848,10.26355/eurrev_201809_15838
30145819,10.1002/jcp.27066
31695429,10.2147/ott.s218158
31607209,10.1080/15384101.2019.1676585
30145837,10.1002/jcb.27280
29195610,10.1016/j.vaccine.2017.09.042
30184529,10.1159/000493228
30101493,10.1111/evo.13577
30144073,10.1002/jcp.27023
35702340,10.1039/c9ra06614d
31632090,10.2147/ott.s215819
31902747,10.1016/j.omtn.2019.10.007
31627401,10.3390/jcm8101714
30168446,10.1088/1361-6528/aade23
31599699,10.1091/mbc.e19-06-0326
33287623,10.1089/aid.2020.0147
30161272,10.1002/jcb.27403
34143846,10.1371/journal.pone.0253557
33273726,10.1038/s41388-020-01574-8
30171944,10.1016/j.ijbiomac.2018.08.173
31737208,
35530801,10.1039/c9ra04591k
30198034,10.1039/c8nr03001d
29677459,10.1139/apnm-2017-0668
30132953,10.1002/jcb.27311
30145831,10.1002/jcb.27357
30124138,10.1177/2045894018797049
30154002,10.1016/j.joen.2018.07.007
31593553,10.1172/jci.insight.129270
30145800,10.1002/jcb.27178
31686864,10.2147/ott.s208263
30144501,10.1016/j.gene.2018.08.065
30156009,10.1002/jcb.27307
31788047,10.3892/ol.2019.10985
29175750,10.1016/j.jclinane.2017.11.020
31618367,10.1590/1414-431x20198385
31662796,10.1177/1758835919878347
31616546,10.4102/jamba.v11i1.725
30129054,10.1002/jcb.27344
30125989,10.1002/jcb.27444
31686858,10.2147/ott.s224721
32524145,10.1093/pm/pnaa137
35527955,10.1039/c9ra06284j
31588926,10.12659/msm.915914
31632081,10.2147/ott.s218524
30105826,10.1002/jcb.27143
30144062,10.1002/jcp.26960
31807721,10.18502/ijrm.v17i10.5292
31625520,10.1049/iet-nbt.2018.5258
31573758,10.1002/mgg3.991
30121658,10.1159/000492686
35529408,10.1039/c9ra06679a
31632138,10.2147/cmar.s216774
